"country","continent","year","lifeExp","gdpPercap","pop"
"Tanzania","Africa",1982,50.608,874.2426069,19844382
"Tanzania","Africa",1987,51.535,831.8220794,23040630
"Tanzania","Africa",1992,50.44,825.682454,26605473
"Tanzania","Africa",1997,48.466,789.1862231,30686889
"Tanzania","Africa",2002,49.651,899.0742111,34593779
"Tanzania","Africa",2007,52.517,1107.482182,38139640
"Thailand","Asia",1952,50.848,757.7974177,21289402
"Thailand","Asia",1957,53.63,793.5774148,25041917
"Thailand","Asia",1962,56.061,1002.199172,29263397
"Thailand","Asia",1967,58.285,1295.46066,34024249
"Thailand","Asia",1972,60.405,1524.358936,39276153
"Thailand","Asia",1977,62.494,1961.224635,44148285
"Thailand","Asia",1982,64.597,2393.219781,48827160
"Thailand","Asia",1987,66.084,2982.653773,52910342
"Thailand","Asia",1992,67.298,4616.896545,56667095
"Thailand","Asia",1997,67.521,5852.625497,60216677
"Thailand","Asia",2002,68.564,5913.187529,62806748
"Thailand","Asia",2007,70.616,7458.396327,65068149
"Togo","Africa",1952,38.596,859.8086567,1219113
"Togo","Africa",1957,41.208,925.9083202,1357445
"Togo","Africa",1962,43.922,1067.53481,1528098
"Togo","Africa",1967,46.769,1477.59676,1735550
"Togo","Africa",1972,49.759,1649.660188,2056351
"Togo","Africa",1977,52.887,1532.776998,2308582
"Togo","Africa",1982,55.471,1344.577953,2644765
"Togo","Africa",1987,56.941,1202.201361,3154264
"Togo","Africa",1992,58.061,1034.298904,3747553
"Togo","Africa",1997,58.39,982.2869243,4320890
"Togo","Africa",2002,57.561,886.2205765,4977378
"Togo","Africa",2007,58.42,882.9699438,5701579
"Trinidad and Tobago","Americas",1952,59.1,3023.271928,662850
"Trinidad and Tobago","Americas",1957,61.8,4100.3934,764900
"Trinidad and Tobago","Americas",1962,64.9,4997.523971,887498
"Trinidad and Tobago","Americas",1967,65.4,5621.368472,960155
"Trinidad and Tobago","Americas",1972,65.9,6619.551419,975199
"Trinidad and Tobago","Americas",1977,68.3,7899.554209,1039009
"Trinidad and Tobago","Americas",1982,68.832,9119.528607,1116479
"Trinidad and Tobago","Americas",1987,69.582,7388.597823,1191336
"Trinidad and Tobago","Americas",1992,69.862,7370.990932,1183669
"Trinidad and Tobago","Americas",1997,69.465,8792.573126,1138101
"Trinidad and Tobago","Americas",2002,68.976,11460.60023,1101832
"Trinidad and Tobago","Americas",2007,69.819,18008.50924,1056608
"Tunisia","Africa",1952,44.6,1468.475631,3647735
"Tunisia","Africa",1957,47.1,1395.232468,3950849
"Tunisia","Africa",1962,49.579,1660.30321,4286552
"Tunisia","Africa",1967,52.053,1932.360167,4786986
"Tunisia","Africa",1972,55.602,2753.285994,5303507
"Tunisia","Africa",1977,59.837,3120.876811,6005061
"Tunisia","Africa",1982,64.048,3560.233174,6734098
"Tunisia","Africa",1987,66.894,3810.419296,7724976
"Tunisia","Africa",1992,70.001,4332.720164,8523077
"Tunisia","Africa",1997,71.973,4876.798614,9231669
"Tunisia","Africa",2002,73.042,5722.895655,9770575
"Tunisia","Africa",2007,73.923,7092.923025,10276158
"Turkey","Europe",1952,43.585,1969.10098,22235677
"Turkey","Europe",1957,48.079,2218.754257,25670939
"Turkey","Europe",1962,52.098,2322.869908,29788695
"Turkey","Europe",1967,54.336,2826.356387,33411317
"Turkey","Europe",1972,57.005,3450.69638,37492953
"Turkey","Europe",1977,59.507,4269.122326,42404033
"Turkey","Europe",1982,61.036,4241.356344,47328791
"Turkey","Europe",1987,63.108,5089.043686,52881328
"Turkey","Europe",1992,66.146,5678.348271,58179144
"Turkey","Europe",1997,68.835,6601.429915,63047647
"Turkey","Europe",2002,70.845,6508.085718,67308928
"Turkey","Europe",2007,71.777,8458.276384,71158647
"Uganda","Africa",1952,39.978,734.753484,5824797
"Uganda","Africa",1957,42.571,774.3710692,6675501
"Uganda","Africa",1962,45.344,767.2717398,7688797
"Uganda","Africa",1967,48.051,908.9185217,8900294
"Uganda","Africa",1972,51.016,950.735869,10190285
"Uganda","Africa",1977,50.35,843.7331372,11457758
"Uganda","Africa",1982,49.849,682.2662268,12939400
"Uganda","Africa",1987,51.509,617.7244065,15283050
"Uganda","Africa",1992,48.825,644.1707969,18252190
"Uganda","Africa",1997,44.578,816.559081,21210254
"Uganda","Africa",2002,47.813,927.7210018,24739869
"Uganda","Africa",2007,51.542,1056.380121,29170398
"United Kingdom","Europe",1952,69.18,9979.508487,50430000
"United Kingdom","Europe",1957,70.42,11283.17795,51430000
"United Kingdom","Europe",1962,70.76,12477.17707,53292000
"United Kingdom","Europe",1967,71.36,14142.85089,54959000
"United Kingdom","Europe",1972,72.01,15895.11641,56079000
"United Kingdom","Europe",1977,72.76,17428.74846,56179000
"United Kingdom","Europe",1982,74.04,18232.42452,56339704
"United Kingdom","Europe",1987,75.007,21664.78767,56981620
"United Kingdom","Europe",1992,76.42,22705.09254,57866349
"United Kingdom","Europe",1997,77.218,26074.53136,58808266
"United Kingdom","Europe",2002,78.471,29478.99919,59912431
"United Kingdom","Europe",2007,79.425,33203.26128,60776238
"United States","Americas",1952,68.44,13990.48208,157553000
"United States","Americas",1957,69.49,14847.12712,171984000
"United States","Americas",1962,70.21,16173.14586,186538000
"United States","Americas",1967,70.76,19530.36557,198712000
"United States","Americas",1972,71.34,21806.03594,209896000
"United States","Americas",1977,73.38,24072.63213,220239000
"United States","Americas",1982,74.65,25009.55914,232187835
"United States","Americas",1987,75.02,29884.35041,242803533
"United States","Americas",1992,76.09,32003.93224,256894189
"United States","Americas",1997,76.81,35767.43303,272911760
"United States","Americas",2002,77.31,39097.09955,287675526
"United States","Americas",2007,78.242,42951.65309,301139947
"Uruguay","Americas",1952,66.071,5716.766744,2252965
"Uruguay","Americas",1957,67.044,6150.772969,2424959
"Uruguay","Americas",1962,68.253,5603.357717,2598466
"Uruguay","Americas",1967,68.468,5444.61962,2748579
"Uruguay","Americas",1972,68.673,5703.408898,2829526
"Uruguay","Americas",1977,69.481,6504.339663,2873520
"Uruguay","Americas",1982,70.805,6920.223051,2953997
"Uruguay","Americas",1987,71.918,7452.398969,3045153
"Uruguay","Americas",1992,72.752,8137.004775,3149262
"Uruguay","Americas",1997,74.223,9230.240708,3262838
"Uruguay","Americas",2002,75.307,7727.002004,3363085
"Uruguay","Americas",2007,76.384,10611.46299,3447496
"Venezuela","Americas",1952,55.088,7689.799761,5439568
"Venezuela","Americas",1957,57.907,9802.466526,6702668
"Venezuela","Americas",1962,60.77,8422.974165,8143375
"Venezuela","Americas",1967,63.479,9541.474188,9709552
"Venezuela","Americas",1972,65.712,10505.25966,11515649
"Venezuela","Americas",1977,67.456,13143.95095,13503563
"Venezuela","Americas",1982,68.557,11152.41011,15620766
"Venezuela","Americas",1987,70.19,9883.584648,17910182
"Venezuela","Americas",1992,71.15,10733.92631,20265563
"Venezuela","Americas",1997,72.146,10165.49518,22374398
"Venezuela","Americas",2002,72.766,8605.047831,24287670
"Venezuela","Americas",2007,73.747,11415.80569,26084662
"Vietnam","Asia",1952,40.412,605.0664917,26246839
"Vietnam","Asia",1957,42.887,676.2854478,28998543
"Vietnam","Asia",1962,45.363,772.0491602,33796140
"Vietnam","Asia",1967,47.838,637.1232887,39463910
"Vietnam","Asia",1972,50.254,699.5016441,44655014
"Vietnam","Asia",1977,55.764,713.5371196,50533506
"Vietnam","Asia",1982,58.816,707.2357863,56142181
"Vietnam","Asia",1987,62.82,820.7994449,62826491
"Vietnam","Asia",1992,67.662,989.0231487,69940728
"Vietnam","Asia",1997,70.672,1385.896769,76048996
"Vietnam","Asia",2002,73.017,1764.456677,80908147
"Vietnam","Asia",2007,74.249,2441.576404,85262356
"West Bank and Gaza","Asia",1952,43.16,1515.592329,1030585
"West Bank and Gaza","Asia",1957,45.671,1827.067742,1070439
"West Bank and Gaza","Asia",1962,48.127,2198.956312,1133134
"West Bank and Gaza","Asia",1967,51.631,2649.715007,1142636
"West Bank and Gaza","Asia",1972,56.532,3133.409277,1089572
"West Bank and Gaza","Asia",1977,60.765,3682.831494,1261091
"West Bank and Gaza","Asia",1982,64.406,4336.032082,1425876
"West Bank and Gaza","Asia",1987,67.046,5107.197384,1691210
"West Bank and Gaza","Asia",1992,69.718,6017.654756,2104779
"West Bank and Gaza","Asia",1997,71.096,7110.667619,2826046
"West Bank and Gaza","Asia",2002,72.37,4515.487575,3389578
"West Bank and Gaza","Asia",2007,73.422,3025.349798,4018332
"Yemen, Rep.","Asia",1952,32.548,781.7175761,4963829
"Yemen, Rep.","Asia",1957,33.97,804.8304547,5498090
"Yemen, Rep.","Asia",1962,35.18,825.6232006,6120081
"Yemen, Rep.","Asia",1967,36.984,862.4421463,6740785
"Yemen, Rep.","Asia",1972,39.848,1265.047031,7407075
"Yemen, Rep.","Asia",1977,44.175,1829.765177,8403990
"Yemen, Rep.","Asia",1982,49.113,1977.55701,9657618
"Yemen, Rep.","Asia",1987,52.922,1971.741538,11219340
"Yemen, Rep.","Asia",1992,55.599,1879.496673,13367997
"Yemen, Rep.","Asia",1997,58.02,2117.484526,15826497
"Yemen, Rep.","Asia",2002,60.308,2234.820827,18701257
"Yemen, Rep.","Asia",2007,62.698,2280.769906,22211743
"Zambia","Africa",1952,42.038,1147.388831,2672000
"Zambia","Africa",1957,44.077,1311.956766,3016000
"Zambia","Africa",1962,46.023,1452.725766,3421000
"Zambia","Africa",1967,47.768,1777.077318,3900000
"Zambia","Africa",1972,50.107,1773.498265,4506497
"Zambia","Africa",1977,51.386,1588.688299,5216550
"Zambia","Africa",1982,51.821,1408.678565,6100407
"Zambia","Africa",1987,50.821,1213.315116,7272406
"Zambia","Africa",1992,46.1,1210.884633,8381163
"Zambia","Africa",1997,40.238,1071.353818,9417789
"Zambia","Africa",2002,39.193,1071.613938,10595811
"Zambia","Africa",2007,42.384,1271.211593,11746035
"Zimbabwe","Africa",1952,48.451,406.8841148,3080907
"Zimbabwe","Africa",1957,50.469,518.7642681,3646340
"Zimbabwe","Africa",1962,52.358,527.2721818,4277736
"Zimbabwe","Africa",1967,53.995,569.7950712,4995432
"Zimbabwe","Africa",1972,55.635,799.3621758,5861135
"Zimbabwe","Africa",1977,57.674,685.5876821,6642107
"Zimbabwe","Africa",1982,60.363,788.8550411,7636524
"Zimbabwe","Africa",1987,62.351,706.1573059,9216418
"Zimbabwe","Africa",1992,60.377,693.4207856,10704340
"Zimbabwe","Africa",1997,46.809,792.4499603,11404948
"Zimbabwe","Africa",2002,39.989,672.0386227,11926563
"Zimbabwe","Africa",2007,43.487,469.7092981,12311143
